@relation chunk

@attribute pos_1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute pos1 {#, $, "''", (, ), ",", ., :, CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, MD, NN, NNP, NNPS, NNS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, ``}
@attribute chunk {B-ADJP, B-ADVP, B-CONJP, B-INTJ, B-LST, B-NP, B-PP, B-PRT, B-SBAR, B-UCP, B-VP, I-ADJP, I-ADVP, I-CONJP, I-INTJ, I-NP, I-PP, I-PRT, I-SBAR, I-UCP, I-VP, O}

@data
DT, JJ, NN, B-PP
JJ, NN, NNS, B-NP
NN, NNS, CC, I-NP
NNS, CC, NNS, O
CC, NNS, ``, B-NP
NNS, ``, VBZ, O
``, VBZ, JJR, B-VP
VBZ, JJR, IN, B-NP
JJR, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, CC, I-NP
NN, CC, DT, O
CC, DT, NN, B-NP
DT, NN, WDT, I-NP
NN, WDT, VBZ, B-NP
WDT, VBZ, JJ, B-VP
VBZ, JJ, IN, B-ADJP
JJ, IN, VBG, B-PP
IN, VBG, JJR, B-VP
VBG, JJR, NN, B-NP
JJR, NN, (, I-NP
NN, (, NNS, O
(, NNS, ), B-NP
NNS, ), CC, O
), CC, NN, O
CC, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", "''", O
",", "''", VBZ, O
"''", VBZ, NNP, B-VP
VBZ, NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, NNPS, B-PP
IN, NNPS, ., B-NP
NNPS, ., JJ, O
., JJ, NN, B-NP
JJ, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, VBG, B-VP
VBZ, VBG, DT, I-VP
VBG, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, WP, I-VP
VB, WP, NN, B-NP
WP, NN, NNS, I-NP
NN, NNS, TO, I-NP
NNS, TO, VB, B-VP
TO, VB, TO, I-VP
VB, TO, VB, B-VP
TO, VB, ``, I-VP
VB, ``, NN, O
``, NN, ., B-NP
NN, ., "''", O
., "''", IN, O
"''", IN, NN, B-PP
IN, NN, TO, B-NP
NN, TO, VBN, B-PP
TO, VBN, NNS, B-NP
VBN, NNS, NN, I-NP
NNS, NN, ",", I-NP
NN, ",", NNS, O
",", NNS, VBP, B-NP
NNS, VBP, VBG, B-VP
VBP, VBG, TO, I-VP
VBG, TO, VB, I-VP
TO, VB, JJ, I-VP
VB, JJ, PRP, B-ADJP
JJ, PRP, VBP, B-NP
PRP, VBP, RB, B-VP
VBP, RB, VBN, I-VP
RB, VBN, IN, I-VP
VBN, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., NN, O
., NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", IN, O
",", IN, NN, B-PP
IN, NN, ",", B-NP
NN, ",", VBP, O
",", VBP, VBG, B-VP
VBP, VBG, DT, I-VP
VBG, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, POS, I-NP
NNP, POS, NNS, B-NP
POS, NNS, NN, I-NP
NNS, NN, :, I-NP
NN, :, PRP, O
:, PRP, VBZ, B-NP
PRP, VBZ, RB, B-VP
VBZ, RB, VB, I-VP
RB, VB, NN, I-VP
VB, NN, NNS, B-NP
NN, NNS, ., I-NP
NNS, ., ``, O
., ``, IN, O
``, IN, EX, B-SBAR
IN, EX, VBZ, B-NP
EX, VBZ, VBG, B-VP
VBZ, VBG, TO, I-VP
VBG, TO, VB, I-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, WDT, I-NP
NN, WDT, VBZ, B-NP
WDT, VBZ, JJR, B-VP
VBZ, JJR, NN, B-NP
JJR, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", PRP, O
",", PRP, RB, B-NP
PRP, RB, VBP, B-ADVP
RB, VBP, TO, B-VP
VBP, TO, VB, I-VP
TO, VB, NN, I-VP
VB, NN, IN, B-NP
NN, IN, PRP, B-PP
IN, PRP, ",", B-NP
PRP, ",", "''", O
",", "''", VBZ, O
"''", VBZ, NN, B-VP
VBZ, NN, NN, B-NP
NN, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, NNP, B-PP
IN, NNP, NNPS, B-NP
NNP, NNPS, ., I-NP
NNPS, ., IN, O
., IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, NN, I-NP
NN, NN, ",", I-NP
NN, ",", NNP, O
",", NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, PRP$, B-VP
VBD, PRP$, VBP, B-NP
PRP$, VBP, :, I-NP
VBP, :, NN, O
:, NN, NNS, B-NP
NN, NNS, VBP, I-NP
NNS, VBP, VBN, B-VP
VBP, VBN, IN, I-VP
VBN, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, NN, I-NP
NNS, NN, ., I-NP
NN, ., CC, O
., CC, NNP, O
CC, NNP, POS, B-NP
NNP, POS, ",", B-NP
POS, ",", NNP, O
",", NNP, POS, B-NP
NNP, POS, CC, B-NP
POS, CC, DT, O
CC, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, NNP, B-PP
IN, NNP, NNS, B-NP
NNP, NNS, VBP, I-NP
NNS, VBP, RB, B-VP
VBP, RB, VBG, I-VP
RB, VBG, TO, I-VP
VBG, TO, VB, I-VP
TO, VB, PRP, I-VP
VB, PRP, ., B-NP
PRP, ., PRP, O
., PRP, VBP, B-NP
PRP, VBP, VBN, B-VP
VBP, VBN, DT, I-VP
VBN, DT, NN, B-NP
DT, NN, TO, I-NP
NN, TO, JJ, B-PP
TO, JJ, NNS, B-NP
JJ, NNS, VBG, I-NP
NNS, VBG, IN, B-VP
VBG, IN, NNS, B-SBAR
IN, NNS, IN, B-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, RB, B-NP
NNS, RB, VBP, B-ADVP
RB, VBP, VBN, B-VP
VBP, VBN, JJ, I-VP
VBN, JJ, NN, B-NP
JJ, NN, ., I-NP
NN, ., ``, O
., ``, NNS, O
``, NNS, MD, B-NP
NNS, MD, VB, B-VP
MD, VB, TO, I-VP
VB, TO, VB, I-VP
TO, VB, VBN, I-VP
VB, VBN, IN, I-VP
VBN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", "''", O
",", "''", DT, O
"''", DT, NN, B-NP
DT, NN, NNS, I-NP
NN, NNS, ., B-VP
NNS, ., DT, O
., DT, IN, B-NP
DT, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, JJ, B-VP
VBZ, JJ, TO, B-ADJP
JJ, TO, DT, B-PP
TO, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, IN, I-NP
NNP, IN, CD, B-PP
IN, CD, ., B-NP
CD, ., IN, O
., IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, RB, B-PP
IN, RB, JJR, B-NP
RB, JJR, NN, I-NP
JJR, NN, NNS, I-NP
NN, NNS, ",", I-NP
NNS, ",", DT, O
",", DT, NNS, B-NP
DT, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, RBS, I-VP
VB, RBS, IN, B-NP
RBS, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, ",", I-NP
NNS, ",", NNS, I-NP
",", NNS, CC, I-NP
NNS, CC, NNS, I-NP
CC, NNS, WDT, I-NP
NNS, WDT, VBD, B-NP
WDT, VBD, DT, B-VP
VBD, DT, NNS, B-NP
DT, NNS, DT, I-NP
NNS, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, ., B-NP
NNS, ., DT, O
., DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, TO, B-VP
VBD, TO, VB, B-VP
TO, VB, NNS, I-VP
VB, NNS, IN, B-NP
NNS, IN, RB, B-PP
IN, RB, NN, B-NP
RB, NN, NNS, I-NP
NN, NNS, RB, I-NP
NNS, RB, ",", B-ADVP
RB, ",", CC, O
",", CC, TO, O
CC, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, WDT, I-NP
NNS, WDT, VBD, B-NP
WDT, VBD, DT, B-VP
VBD, DT, JJ, B-NP
DT, JJ, TO, I-NP
JJ, TO, VB, B-VP
TO, VB, NNS, I-VP
VB, NNS, ., B-NP
NNS, ., CD, O
., CD, IN, B-NP
CD, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, IN, I-NP
NNS, IN, NNS, B-ADVP
IN, NNS, VBD, B-NP
NNS, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, DT, I-VP
VB, DT, NNS, B-NP
DT, NNS, VBD, I-NP
NNS, VBD, TO, B-VP
VBD, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, CC, I-NP
NNS, CC, TO, O
CC, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NN, B-PP
IN, NN, NNS, B-NP
NN, NNS, ",", I-NP
NNS, ",", RB, O
",", RB, VBN, B-VP
RB, VBN, IN, I-VP
VBN, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, ",", I-NP
NNS, ",", WDT, O
",", WDT, VBD, B-NP
WDT, VBD, JJ, B-VP
VBD, JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, JJ, I-NP
NNS, JJ, ., B-ADJP
JJ, ., JJ, O
., JJ, JJ, B-NP
JJ, JJ, NN, I-NP
JJ, NN, NNS, I-NP
NN, NNS, RB, I-NP
NNS, RB, VBD, B-ADVP
RB, VBD, VBN, B-VP
VBD, VBN, RB, I-VP
VBN, RB, ., B-ADVP
RB, ., DT, O
., DT, NN, B-NP
DT, NN, NNP, I-NP
NN, NNP, ",", B-NP
NNP, ",", IN, O
",", IN, VBG, B-PP
IN, VBG, IN, B-NP
VBG, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", VBZ, O
",", VBZ, VBN, B-VP
VBZ, VBN, JJ, I-VP
VBN, JJ, NN, B-ADJP
JJ, NN, TO, B-VP
NN, TO, VB, I-VP
TO, VB, NN, I-VP
VB, NN, IN, B-NP
NN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, NNS, I-NP
NN, NNS, RB, I-NP
NNS, RB, IN, B-ADVP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., PRP, O
., PRP, VBZ, B-NP
PRP, VBZ, JJ, B-VP
VBZ, JJ, IN, B-ADJP
JJ, IN, ",", B-SBAR
IN, ",", DT, O
",", DT, NN, B-NP
DT, NN, CC, I-NP
NN, CC, JJ, O
CC, JJ, ",", B-NP
JJ, ",", DT, O
",", DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, NN, B-NP
NNS, NN, CC, I-NP
NN, CC, JJ, O
CC, JJ, NN, B-NP
JJ, NN, MD, I-NP
NN, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, ., I-VP
VBN, ., JJ, O
., JJ, NN, B-NP
JJ, NN, NNS, I-NP
NN, NNS, RB, I-NP
NNS, RB, MD, B-ADVP
RB, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, CC, I-VP
VBN, CC, VBN, I-VP
CC, VBN, ., I-VP
VBN, ., DT, O
., DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, VBZ, I-NP
NN, VBZ, VBG, B-VP
VBZ, VBG, DT, I-VP
VBG, DT, NN, B-NP
DT, NN, TO, I-NP
NN, TO, VB, B-VP
TO, VB, IN, I-VP
VB, IN, PRP, B-PP
IN, PRP, ., B-NP
PRP, ., ``, O
., ``, DT, O
``, DT, CD, B-NP
DT, CD, NN, I-NP
CD, NN, VBD, I-NP
NN, VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., PRP, O
., PRP, VBD, B-NP
PRP, VBD, NN, B-VP
VBD, NN, CC, B-NP
NN, CC, PRP, O
CC, PRP, VBD, B-NP
PRP, VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", "''", O
",", "''", VBZ, O
"''", VBZ, NN, B-VP
VBZ, NN, NN, B-NP
NN, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, (, I-NP
NNP, (, NNP, O
(, NNP, ",", B-NP
NNP, ",", NNP, O
",", NNP, ), B-NP
NNP, ), ., O
), ., RB, O
., RB, ",", B-ADVP
RB, ",", VBZ, O
",", VBZ, DT, O
VBZ, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, RB, I-NP
NN, RB, JJ, B-ADVP
RB, JJ, NN, B-NP
JJ, NN, RB, I-NP
NN, RB, ., B-ADVP
RB, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, RB, B-VP
VBZ, RB, ., B-ADVP
RB, ., CD, O
., CD, JJ, B-NP
CD, JJ, NNP, I-NP
JJ, NNP, NN, I-NP
NNP, NN, PRP, I-NP
NN, PRP, VBD, B-NP
PRP, VBD, IN, B-VP
VBD, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, VBG, I-NP
NNP, VBG, JJ, B-VP
VBG, JJ, NNS, B-NP
JJ, NNS, RB, I-NP
NNS, RB, IN, B-CONJP
RB, IN, VBG, I-CONJP
IN, VBG, TO, B-VP
VBG, TO, NNP, B-PP
TO, NNP, NNP, B-NP
NNP, NNP, IN, I-NP
NNP, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, CC, I-NP
NN, CC, RB, O
CC, RB, TO, B-ADVP
RB, TO, PRP$, B-PP
TO, PRP$, NN, B-NP
PRP$, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, IN, B-NP
NNP, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, NNP, B-PP
IN, NNP, NNP, B-NP
NNP, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ., I-NP
NNP, ., ``, O
., ``, PRP, O
``, PRP, VBP, B-NP
PRP, VBP, RB, B-VP
VBP, RB, JJ, B-ADJP
RB, JJ, TO, I-ADJP
JJ, TO, VB, B-VP
TO, VB, DT, I-VP
VB, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", CC, O
",", CC, DT, O
CC, DT, VBZ, B-NP
DT, VBZ, WP, B-VP
VBZ, WP, PRP, B-NP
WP, PRP, VBD, B-NP
PRP, VBD, ",", B-VP
VBD, ",", "''", O
",", "''", DT, O
"''", DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, VBZ, I-NP
NNP, VBZ, ., B-VP
VBZ, ., ``, O
., ``, DT, O
``, DT, NNS, B-NP
DT, NNS, ",", I-NP
NNS, ",", NN, O
",", NN, MD, B-NP
NN, MD, VB, B-VP
MD, VB, ., I-VP
VB, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, VBD, I-NP
NNP, VBD, NN, B-VP
VBD, NN, NN, B-NP
NN, NN, VBD, I-NP
NN, VBD, CD, B-VP
VBD, CD, NN, B-NP
CD, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, CD, I-NP
JJ, CD, NNS, I-NP
CD, NNS, IN, I-NP
NNS, IN, CD, B-PP
IN, CD, TO, B-NP
CD, TO, CD, B-PP
TO, CD, CD, B-NP
CD, CD, NNS, I-NP
CD, NNS, IN, I-NP
NNS, IN, CD, B-PP
IN, CD, CD, B-NP
CD, CD, NNS, I-NP
CD, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., DT, O
., DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, NN, I-NP
NN, NN, VBD, I-NP
NN, VBD, NN, B-VP
VBD, NN, NN, B-NP
NN, NN, VBD, I-NP
NN, VBD, CD, B-VP
VBD, CD, NN, B-NP
CD, NN, TO, I-NP
NN, TO, CD, B-PP
TO, CD, JJ, B-NP
CD, JJ, NNS, I-NP
JJ, NNS, IN, I-NP
NNS, IN, CD, B-PP
IN, CD, NNS, B-NP
CD, NNS, DT, I-NP
NNS, DT, NN, B-NP
DT, NN, RB, I-NP
NN, RB, ., B-ADVP
RB, ., NN, O
., NN, NN, B-NP
NN, NN, ",", I-NP
NN, ",", CC, O
",", CC, NN, O
CC, NN, IN, B-NP
NN, IN, NNS, B-PP
IN, NNS, VBN, B-NP
NNS, VBN, ",", B-VP
VBN, ",", VBD, O
",", VBD, TO, B-VP
VBD, TO, CD, B-PP
TO, CD, NN, B-NP
CD, NN, IN, I-NP
NN, IN, CD, B-PP
IN, CD, NN, B-NP
CD, NN, ",", I-NP
NN, ",", RB, O
",", RB, IN, B-SBAR
RB, IN, DT, I-SBAR
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, NNS, B-PP
IN, NNS, VBD, B-NP
NNS, VBD, CD, B-VP
VBD, CD, NN, B-NP
CD, NN, TO, I-NP
NN, TO, CD, B-PP
TO, CD, IN, B-NP
CD, IN, DT, B-PP
IN, DT, JJ, B-NP
DT, JJ, NNS, I-NP
JJ, NNS, ., I-NP
NNS, ., IN, O
., IN, NNP, B-PP
IN, NNP, IN, B-NP
NNP, IN, NNP, B-PP
IN, NNP, ",", B-NP
NNP, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBN, I-NP
NN, VBN, IN, B-VP
VBN, IN, NNP, B-PP
IN, NNP, NNS, B-NP
NNP, NNS, VBD, I-NP
NNS, VBD, CD, B-VP
VBD, CD, NN, B-NP
CD, NN, TO, I-NP
NN, TO, CD, B-PP
TO, CD, CD, B-NP
CD, CD, NNS, I-NP
CD, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, RBR, I-NP
NN, RBR, ",", B-ADVP
RBR, ",", DT, O
",", DT, NN, B-NP
DT, NN, VBD, I-NP
NN, VBD, ., B-VP
VBD, ., NNP, O
., NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", IN, O
",", IN, DT, B-PP
IN, DT, CD, B-NP
DT, CD, NN, I-NP
CD, NN, VBG, I-NP
NN, VBG, DT, B-VP
VBG, DT, JJ, B-NP
DT, JJ, NNP, I-NP
JJ, NNP, NN, I-NP
NNP, NN, ",", I-NP
NN, ",", VBD, O
",", VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, TO, I-NP
NN, TO, DT, B-PP
TO, DT, NN, B-NP
DT, NN, NN, I-NP
NN, NN, ., I-NP
NN, ., WRB, O
., WRB, DT, B-ADVP
WRB, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, VBN, B-VP
VBZ, VBN, PRP$, I-VP
VBN, PRP$, NN, B-NP
PRP$, NN, ",", I-NP
NN, ",", DT, O
",", DT, JJ, B-NP
DT, JJ, NN, I-NP
JJ, NN, NN, I-NP
NN, NN, VBD, I-NP
NN, VBD, ",", B-VP
VBD, ",", ``, O
",", ``, WRB, O
``, WRB, PRP, B-ADVP
WRB, PRP, MD, B-NP
PRP, MD, RB, B-VP
MD, RB, RB, I-VP
RB, RB, VB, I-VP
RB, VB, DT, I-VP
VB, DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, CD, I-NP
JJ, CD, ",", I-NP
CD, ",", PRP, O
",", PRP, VBZ, B-NP
PRP, VBZ, PRP$, B-VP
VBZ, PRP$, NN, B-NP
PRP$, NN, RB, I-NP
NN, RB, ., B-ADVP
RB, ., PRP, O
., PRP, VBZ, B-NP
PRP, VBZ, NN, B-VP
VBZ, NN, ., B-NP
NN, ., PRP, O
., PRP, VBZ, B-NP
PRP, VBZ, RB, B-VP
VBZ, RB, RB, I-VP
RB, RB, VB, I-VP
RB, VB, IN, I-VP
VB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, CC, I-NP
NN, CC, VB, O
CC, VB, ., B-VP
VB, ., "''", O
., "''", NNP, O
"''", NNP, MD, B-NP
NNP, MD, VB, B-VP
MD, VB, VBN, I-VP
VB, VBN, VBG, I-VP
VBN, VBG, DT, I-VP
VBG, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, PRP$, B-PP
IN, PRP$, JJ, B-NP
PRP$, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., PRP$, O
., PRP$, RB, B-NP
PRP$, RB, VBN, I-NP
RB, VBN, NN, I-NP
VBN, NN, VBG, I-NP
NN, VBG, JJ, B-VP
VBG, JJ, NN, B-NP
JJ, NN, NNP, I-NP
NN, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", DT, O
",", DT, JJ, B-NP
DT, JJ, ``, I-NP
JJ, ``, NNP, I-NP
``, NNP, "''", I-NP
NNP, "''", (, O
"''", (, CD, O
(, CD, ), B-NP
CD, ), ",", O
), ",", IN, O
",", IN, NNS, B-PP
IN, NNS, VBP, B-NP
NNS, VBP, RB, B-VP
VBP, RB, IN, B-ADVP
RB, IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, IN, I-NP
NN, IN, PRP$, B-PP
IN, PRP$, JJ, B-NP
PRP$, JJ, NN, I-NP
JJ, NN, ., I-NP
NN, ., WRB, O
., WRB, PRP, B-ADVP
WRB, PRP, VBD, B-NP
PRP, VBD, IN, B-VP
VBD, IN, CD, B-PP
IN, CD, ",", B-NP
CD, ",", NNP, O
",", NNP, VBD, B-NP
NNP, VBD, IN, B-VP
VBD, IN, CD, B-PRT
IN, CD, NNS, B-NP
CD, NNS, IN, I-NP
NNS, IN, RB, B-PP
IN, RB, DT, B-NP
RB, DT, NNP, I-NP
DT, NNP, NN, I-NP
NNP, NN, ",", I-NP
NN, ",", ``, O
",", ``, DT, O
``, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ",", I-NP
NNP, ",", "''", O
",", "''", WDT, O
"''", WDT, VBD, B-NP
WDT, VBD, TO, B-VP
VBD, TO, VB, I-VP
TO, VB, IN, I-VP
VB, IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, NN, B-PP
IN, NN, IN, B-NP
NN, IN, JJ, B-PP
IN, JJ, ., B-NP
JJ, ., ``, O
., ``, NNP, O
``, NNP, "''", B-NP
NNP, "''", NNP, O
"''", NNP, POS, B-NP
NNP, POS, JJ, B-NP
POS, JJ, NN, I-NP
JJ, NN, ",", I-NP
NN, ",", RB, O
",", RB, ",", B-ADVP
RB, ",", VBD, O
",", VBD, DT, B-VP
VBD, DT, NN, B-NP
DT, NN, ., I-NP
NN, ., RB, O
., RB, NNP, B-ADVP
RB, NNP, NNP, B-NP
NNP, NNP, ",", I-NP
NNP, ",", NN, O
",", NN, IN, B-NP
NN, IN, JJ, B-PP
IN, JJ, JJS, B-NP
JJ, JJS, NNS, I-NP
JJS, NNS, VBG, I-NP
NNS, VBG, NNP, B-VP
VBG, NNP, ",", B-NP
NNP, ",", DT, O
",", DT, JJ, B-NP
DT, JJ, JJ, I-NP
JJ, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, ",", I-NP
NN, ",", VBZ, O
",", VBZ, IN, B-VP
VBZ, IN, DT, B-PP
IN, DT, NNS, B-NP
DT, NNS, IN, I-NP
NNS, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, VBN, I-NP
NN, VBN, VBN, B-VP
VBN, VBN, TO, I-VP
VBN, TO, VB, I-VP
TO, VB, ``, I-VP
VB, ``, DT, O
``, DT, NNP, B-NP
DT, NNP, NNP, I-NP
NNP, NNP, NNP, I-NP
NNP, NNP, ., I-NP
NNP, ., "''", O
., "''", DT, O
"''", DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", ``, O
",", ``, NNP, O
``, NNP, NNP, B-NP
NNP, NNP, "''", I-NP
NNP, "''", (, O
"''", (, NNP, O
(, NNP, POS, B-NP
NNP, POS, ",", B-NP
POS, ",", CD, O
",", CD, NNS, B-NP
CD, NNS, ",", I-NP
NNS, ",", $, O
",", $, CD, B-NP
$, CD, ), I-NP
CD, ), VBZ, O
), VBZ, DT, B-VP
VBZ, DT, NN, O
DT, NN, ",", O
NN, ",", JJ, O
",", JJ, TO, O
JJ, TO, VB, B-VP
TO, VB, CC, I-VP
VB, CC, RB, B-NP
CC, RB, JJ, I-NP
RB, JJ, NN, I-NP
JJ, NN, IN, I-NP
NN, IN, DT, B-PP
IN, DT, NNP, B-NP
DT, NNP, NN, I-NP
NNP, NN, ",", I-NP
NN, ",", JJ, O
",", JJ, IN, B-ADJP
JJ, IN, JJ, B-PP
IN, JJ, NNS, B-NP
JJ, NNS, CC, I-NP
NNS, CC, NNP, O
CC, NNP, NN, B-NP
NNP, NN, ., I-NP
NN, ., IN, O
., IN, PRP, B-SBAR
IN, PRP, VBZ, B-NP
PRP, VBZ, RB, B-VP
VBZ, RB, RB, I-VP
RB, RB, VB, I-VP
RB, VB, NNP, I-VP
VB, NNP, POS, B-NP
NNP, POS, JJ, B-NP
POS, JJ, NN, I-NP
JJ, NN, :, I-NP
NN, :, RB, O
:, RB, ",", B-INTJ
RB, ",", IN, O
",", IN, DT, B-PP
IN, DT, NN, B-NP
DT, NN, ",", I-NP
NN, ",", DT, O
",", DT, VBD, O
DT, VBD, NNP, O
VBD, NNP, ., B-NP
NNP, ., IN, O
., IN, DT, B-SBAR
IN, DT, NN, B-NP
DT, NN, VBZ, I-NP
NN, VBZ, ",", B-VP
VBZ, ",", DT, O
",", DT, RB, B-NP
DT, RB, VBN, I-NP
